GEO.id,GEO.id2,GEO.display-label,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M
0600000US0901173770,0901173770,"Stonington town, New London County, Connecticut",17762,177,2736,227,2666,231,8,12,8,12,0,19,0,19,0,19,34,32,34,32,0,19,0,19,0,19,28,39,19,26,9,14,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11104,261,10429,287,171,97,142,76,18,22,9,14,2,5,300,106,250,97,40,31,9,14,1,2,197,105,119,61,58,47,20,34,0,19,7,13,7,13,0,19,0,19,0,19,3922,213,3690,216,30,34,10,12,11,17,9,17,0,19,157,56,106,40,19,26,23,29,9,15,29,43,0,19,2,5,27,43,0,19,16,24,16,24,0,19,0,19,0,19
0600000US0901180280,0901180280,"Waterford town, New London County, Connecticut",18741,179,3108,262,2782,282,180,90,162,83,8,16,10,15,0,19,114,83,114,83,0,19,0,19,0,19,32,35,24,29,8,13,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11724,277,10256,392,614,219,372,162,86,60,134,77,22,23,401,163,264,98,85,62,50,49,2,6,369,171,182,108,81,55,97,65,9,14,84,80,21,32,19,28,44,65,0,19,3909,242,3586,251,57,62,0,19,27,41,0,19,30,48,243,98,170,77,27,25,7,12,39,49,23,32,0,19,3,6,20,31,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",32752,337,6721,404,5766,461,293,114,256,117,37,41,0,25,0,25,465,203,435,205,30,36,0,25,0,25,139,74,125,70,6,10,8,14,0,25,58,61,58,61,0,25,0,25,0,25,20704,356,17196,512,742,136,532,137,70,54,138,67,2,4,1696,387,1226,257,321,135,149,106,0,25,1012,291,618,209,224,102,132,114,38,42,58,87,41,61,17,26,0,25,0,25,5327,283,4646,253,24,27,18,24,0,25,0,25,6,13,483,175,213,93,149,99,101,70,20,25,138,71,50,36,13,22,32,39,43,50,36,35,36,35,0,25,0,25,0,25
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",1541,130,236,42,236,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1058,110,1023,100,14,25,4,8,10,24,0,12,0,12,11,15,11,15,0,12,0,12,0,12,10,14,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,247,40,238,40,0,12,0,12,0,12,0,12,0,12,9,7,7,7,2,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",2719,119,379,115,269,76,23,29,23,29,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,15,22,0,12,0,12,0,12,72,100,72,100,0,12,0,12,0,12,1725,155,1595,208,3,9,3,9,0,12,0,12,0,12,42,39,42,39,0,12,0,12,0,12,23,30,23,30,0,12,0,12,0,12,62,92,62,92,0,12,0,12,0,12,615,119,554,113,0,12,0,12,0,12,0,12,0,12,47,32,47,32,0,12,0,12,0,12,13,19,13,19,0,12,0,12,0,12,1,3,0,12,1,3,0,12,0,12
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",37083,321,5129,398,4673,425,179,119,127,100,19,34,33,40,0,25,139,72,139,72,0,25,0,25,0,25,138,75,125,74,0,25,13,16,0,25,0,25,0,25,0,25,0,25,0,25,26523,385,23175,582,1371,349,989,244,173,89,175,162,34,40,931,203,751,186,121,78,59,50,0,25,1022,229,758,222,228,129,36,54,0,25,24,24,24,24,0,25,0,25,0,25,5431,314,5080,307,118,71,61,59,41,41,0,25,16,24,206,69,168,69,13,21,23,35,2,6,27,27,15,18,10,17,2,10,0,25,0,25,0,25,0,25,0,25,0,25
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",14388,186,2478,281,2317,290,67,63,57,60,10,18,0,19,0,19,57,54,57,54,0,19,0,19,0,19,37,37,21,32,16,22,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9705,310,9144,329,284,153,188,129,92,59,0,19,4,9,174,97,160,95,10,18,2,5,2,4,81,66,5,11,76,66,0,19,0,19,22,35,22,35,0,19,0,19,0,19,2205,277,2028,289,0,19,0,19,0,19,0,19,0,19,172,92,134,80,15,23,9,16,14,21,0,19,0,19,0,19,0,19,0,19,5,11,5,11,0,19,0,19,0,19
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",22646,233,4990,304,4473,337,237,131,236,130,0,22,1,2,0,22,53,46,35,27,18,31,0,22,0,22,204,120,204,120,0,22,0,22,0,22,23,22,15,17,0,22,8,13,0,22,14100,246,12447,345,439,188,235,97,166,154,38,45,0,22,563,148,376,125,150,72,37,29,0,22,590,249,442,223,92,70,40,46,16,22,61,40,54,36,7,9,0,22,0,22,3556,191,3287,202,35,31,32,30,0,22,0,22,3,6,163,66,139,61,18,20,6,10,0,22,62,50,31,38,31,31,0,22,0,22,9,14,9,14,0,22,0,22,0,22
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",1428,180,265,89,231,89,4,7,0,12,4,7,0,12,0,12,10,10,5,7,5,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,30,20,30,0,12,0,12,0,12,813,121,762,114,5,5,5,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,46,48,42,47,4,6,0,12,0,12,350,52,324,52,3,4,3,4,0,12,0,12,0,12,23,17,23,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",5638,145,781,182,736,183,17,26,17,26,0,17,0,17,0,17,28,39,28,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4186,209,3643,333,253,322,9,16,51,75,123,161,70,90,247,211,234,206,13,21,0,17,0,17,43,50,13,14,17,30,13,22,0,17,0,17,0,17,0,17,0,17,0,17,671,98,616,93,0,17,0,17,0,17,0,17,0,17,49,47,26,28,0,17,23,39,0,17,0,17,0,17,0,17,0,17,0,17,6,10,6,10,0,17,0,17,0,17
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",57387,378,9410,523,8194,540,480,175,415,171,39,39,26,28,0,28,417,141,402,145,0,28,15,24,0,28,295,217,295,217,0,28,0,28,0,28,24,27,24,27,0,28,0,28,0,28,38386,576,31972,902,2886,642,1611,336,782,345,215,139,278,181,2804,480,1912,346,641,176,236,137,15,25,615,288,344,154,50,39,164,134,57,61,109,92,63,74,35,31,11,19,0,28,9591,453,7798,457,311,180,159,110,76,87,53,51,23,26,1474,254,907,185,338,127,164,78,65,77,8,13,0,28,0,28,8,13,0,28,0,28,0,28,0,28,0,28,0,28
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",5431,67,976,110,931,106,10,17,0,17,0,17,10,17,0,17,26,33,26,33,0,17,0,17,0,17,9,13,9,13,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,3417,103,3171,137,42,46,8,14,15,28,19,23,0,17,164,96,102,77,51,43,11,19,0,17,40,60,9,14,0,17,22,33,9,13,0,17,0,17,0,17,0,17,0,17,1038,94,990,101,0,17,0,17,0,17,0,17,0,17,40,32,27,24,13,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,8,13,8,13,0,17,0,17,0,17
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",21568,248,4073,306,3788,316,175,159,152,157,16,24,7,12,0,22,79,58,79,58,0,22,0,22,0,22,31,35,15,21,16,27,0,22,0,22,0,22,0,22,0,22,0,22,0,22,13124,267,11993,392,461,213,205,101,243,196,13,22,0,22,330,181,276,174,54,51,0,22,0,22,219,177,113,91,89,91,17,27,0,22,121,137,75,81,46,57,0,22,0,22,4371,263,4055,241,35,33,28,34,7,13,0,22,0,22,257,125,224,122,23,25,10,17,0,22,8,13,8,13,0,22,0,22,0,22,16,25,16,25,0,22,0,22,0,22
0600000US0901337910,0901337910,"Hebron town, Tolland County, Connecticut",9149,146,2009,179,1927,181,12,20,12,20,0,17,0,17,0,17,70,64,70,64,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,6037,188,5649,223,71,44,39,37,23,22,9,14,0,17,277,118,222,94,55,38,0,17,0,17,40,48,28,34,12,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1103,141,1026,144,0,17,0,17,0,17,0,17,0,17,77,37,71,34,6,9,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
