GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",58049,437,11803,446,8485,462,1552,237,1322,218,130,82,79,58,21,27,1028,197,921,195,95,73,12,18,0,28,597,147,348,114,151,85,40,30,58,49,141,100,131,99,10,16,0,28,0,28,36447,594,25143,737,4433,496,2732,326,1048,216,497,207,156,114,4513,574,3312,469,815,213,283,146,103,75,2090,387,1091,216,799,318,200,121,0,28,268,152,185,107,74,72,9,14,0,28,9799,485,7779,431,371,139,157,100,97,67,86,53,31,49,1276,254,839,179,246,100,171,80,20,25,311,121,99,70,113,66,39,29,60,90,62,41,54,39,0,28,8,13,0,28
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",19003,213,4222,337,3872,314,40,38,40,38,0,19,0,19,0,19,198,155,198,155,0,19,0,19,0,19,77,54,77,54,0,19,0,19,0,19,35,74,35,74,0,19,0,19,0,19,12013,332,10566,407,278,120,211,90,53,45,12,23,2,5,920,305,820,290,85,59,15,23,0,19,210,122,118,77,92,69,0,19,0,19,39,55,28,34,11,24,0,19,0,19,2768,245,2365,269,0,19,0,19,0,19,0,19,0,19,358,164,260,143,69,74,29,36,0,19,45,51,22,35,0,19,23,37,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",19039,221,5266,311,4599,377,239,135,218,130,0,22,21,33,0,22,380,208,361,200,9,15,10,15,0,22,48,66,48,66,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,10644,295,9041,424,397,161,320,122,68,78,6,9,3,7,823,249,518,157,254,214,51,44,0,22,293,175,273,173,11,22,9,14,0,22,90,94,4,10,86,93,0,22,0,22,3129,236,2635,242,43,52,43,52,0,22,0,22,0,22,397,117,279,103,101,59,17,28,0,22,39,28,39,28,0,22,0,22,0,22,15,20,14,21,1,2,0,22,0,22
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",13490,164,2738,231,2479,230,119,102,119,102,0,19,0,19,0,19,95,67,95,67,0,19,0,19,0,19,45,51,38,42,0,19,0,19,7,15,0,19,0,19,0,19,0,19,0,19,8576,221,7645,306,524,213,370,139,62,63,92,76,0,19,291,102,233,91,58,48,0,19,0,19,96,110,62,74,0,19,14,29,20,41,20,22,20,22,0,19,0,19,0,19,2176,171,1972,176,30,31,30,31,0,19,0,19,0,19,137,58,92,43,45,41,0,19,0,19,0,19,0,19,0,19,0,19,0,19,37,37,6,11,31,30,0,19,0,19
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",26793,241,5967,364,5446,405,164,90,146,84,12,17,6,11,0,22,272,145,272,145,0,22,0,22,0,22,34,37,23,23,0,22,0,22,11,16,51,79,25,40,26,40,0,22,0,22,16560,321,14468,481,885,288,674,253,164,105,47,43,0,22,956,267,728,228,196,107,32,28,0,22,193,118,53,48,73,53,34,36,33,50,58,45,58,45,0,22,0,22,0,22,4266,323,3773,290,8,12,8,12,0,22,0,22,0,22,402,175,225,130,57,57,84,107,36,35,71,60,38,41,13,18,20,30,0,22,12,17,12,17,0,22,0,22,0,22
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",82825,495,12023,628,7569,573,3273,510,2723,499,403,183,122,76,25,23,964,265,839,250,68,83,57,51,0,28,208,86,161,75,33,40,14,21,0,28,9,13,9,13,0,28,0,28,0,28,58501,783,36243,1120,13862,1144,6414,840,3692,560,2899,707,857,270,6409,647,4980,596,894,228,463,140,72,102,1701,419,1253,384,350,146,68,92,30,48,286,123,220,108,66,48,0,28,0,28,12301,626,9599,566,1070,231,205,97,312,121,419,151,134,75,1399,281,703,165,307,123,293,164,96,80,147,73,82,53,24,23,21,25,20,30,86,44,60,31,14,16,12,23,0,28
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",8851,126,1736,186,1624,176,82,68,82,68,0,17,0,17,0,17,18,20,18,20,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,19,12,19,0,17,0,17,0,17,5261,223,4873,261,169,80,149,80,9,19,11,18,0,17,164,108,163,109,0,17,1,3,0,17,50,38,30,28,20,22,0,17,0,17,5,10,5,10,0,17,0,17,0,17,1854,178,1714,187,28,45,0,17,0,17,28,45,0,17,91,51,91,51,0,17,0,17,0,17,21,32,0,17,0,17,21,32,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",24092,215,6468,328,5767,376,277,153,208,113,51,53,18,31,0,22,388,148,365,148,13,21,10,19,0,22,36,40,36,40,0,22,0,22,0,22,0,22,0,22,0,22,0,22,0,22,13888,262,12462,365,387,127,282,103,81,58,24,28,0,22,878,226,727,204,128,67,23,28,0,22,155,99,86,57,50,56,19,30,0,22,6,9,6,9,0,22,0,22,0,22,3736,268,3466,263,39,30,35,27,0,22,4,8,0,22,209,100,177,84,7,11,25,38,0,22,0,22,0,22,0,22,0,22,0,22,22,24,22,24,0,22,0,22,0,22
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",39155,293,6077,381,5027,429,321,136,289,141,32,31,0,25,0,25,610,194,552,184,46,42,12,21,0,25,93,59,65,49,0,25,10,15,18,30,26,36,26,36,0,25,0,25,0,25,25268,465,19924,860,1377,432,898,312,327,142,152,105,0,25,3092,645,2067,494,696,214,329,150,0,25,751,233,507,198,77,52,149,88,18,20,124,98,105,89,0,25,19,32,0,25,7810,394,6708,410,181,85,127,66,31,34,16,22,7,16,858,197,475,141,185,101,137,66,61,51,46,49,7,11,0,25,8,13,31,47,17,27,17,27,0,25,0,25,0,25
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",3493,74,627,108,596,98,0,12,0,12,0,12,0,12,0,12,31,37,21,33,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2125,110,1959,117,43,48,43,48,0,12,0,12,0,12,83,50,83,50,0,12,0,12,0,12,40,44,10,16,30,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,741,124,727,119,14,23,7,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",118171,665,19370,676,11153,737,5287,639,4654,615,475,202,145,104,13,14,2233,393,2090,369,91,73,52,52,0,28,376,170,306,154,55,52,15,24,0,28,321,288,157,117,164,246,0,28,0,28,82658,1014,45037,1266,20487,1259,8147,815,4740,686,6433,1021,1167,326,13008,1058,8665,879,2936,477,1314,281,93,87,3434,578,2399,429,761,232,230,131,44,53,692,292,335,129,247,141,110,123,0,28,16143,680,11378,636,1776,336,683,202,184,73,617,241,292,161,2526,292,1059,198,704,182,680,229,83,94,399,145,200,90,94,82,92,74,13,19,64,45,21,25,24,26,19,30,0,28
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",50146,318,7878,481,6704,435,716,225,667,222,42,44,7,13,0,28,241,99,187,78,54,48,0,28,0,28,123,80,100,76,14,18,9,14,0,28,94,110,94,110,0,28,0,28,0,28,32219,466,25625,754,3284,448,2316,372,438,136,449,164,81,54,2435,449,1264,240,798,261,322,141,51,64,736,321,483,227,120,87,133,116,0,28,139,86,108,76,9,15,22,25,0,28,10049,402,8427,428,670,198,192,109,133,75,291,138,54,59,847,227,355,126,301,117,144,63,47,54,77,58,36,42,11,18,30,36,0,28,28,27,21,24,0,28,7,12,0,28
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",34675,284,7535,399,6634,445,282,177,255,173,8,13,19,19,0,25,446,145,394,125,52,87,0,25,0,25,146,102,117,85,0,25,29,44,0,25,27,40,0,25,27,40,0,25,0,25,20431,323,17012,548,1026,259,743,234,162,79,93,79,28,42,1704,311,1249,238,340,148,103,73,12,20,457,137,336,110,115,54,6,35,0,25,232,174,106,100,66,73,60,84,0,25,6709,295,5581,290,242,102,144,84,33,23,32,27,33,37,779,175,419,128,187,83,117,72,56,63,81,71,47,52,0,25,34,51,0,25,26,30,7,12,8,12,11,17,0,25
0600000US0900183430,0900183430,"Weston town, Fairfield County, Connecticut",9941,137,2933,221,2618,233,110,68,100,67,0,19,10,15,0,19,81,74,81,74,0,19,0,19,0,19,99,80,99,80,0,19,0,19,0,19,25,30,5,8,0,19,20,29,0,19,5830,162,5043,250,302,155,249,137,15,23,38,60,0,19,217,94,217,94,0,19,0,19,0,19,215,114,142,70,20,22,9,13,44,61,53,51,53,51,0,19,0,19,0,19,1178,135,1029,144,18,23,18,23,0,19,0,19,0,19,131,65,107,62,24,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
