GEO.id,GEO.id2,GEO.display-label,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M
0600000US0900304300,0900304300,"Berlin town, Hartford County, Connecticut",19936,173,3390,286,3080,340,101,88,81,83,0,23,20,30,0,23,176,108,136,97,0,23,40,66,0,23,0,23,0,23,0,23,0,23,0,23,33,49,33,49,0,23,0,23,0,23,12181,300,10168,403,350,128,220,105,103,98,27,43,0,23,1314,351,725,198,442,195,120,165,27,45,267,140,126,115,97,78,44,39,0,23,82,79,60,73,22,44,0,23,0,23,4365,283,3553,328,4,12,0,23,0,23,4,12,0,23,778,244,308,152,338,152,113,97,19,30,30,35,0,23,13,21,17,27,0,23,0,23,0,23,0,23,0,23,0,23
0600000US0901106820,0901106820,"Bozrah town, New London County, Connecticut",2455,42,321,66,315,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1616,78,1576,93,0,12,0,12,0,12,0,12,0,12,30,36,0,12,23,35,7,11,0,12,10,14,0,12,10,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,518,57,480,55,0,12,0,12,0,12,0,12,0,12,38,30,21,17,0,12,17,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900516050,0900516050,"Colebrook town, Litchfield County, Connecticut",1456,147,224,67,224,67,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1082,107,1067,107,0,12,0,12,0,12,0,12,0,12,8,9,8,9,0,12,0,12,0,12,7,10,4,5,3,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,150,37,146,37,0,12,0,12,0,12,0,12,0,12,4,5,4,5,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900540290,0900540290,"Kent town, Litchfield County, Connecticut",2722,57,455,244,252,98,105,223,105,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,0,12,12,19,0,12,86,109,86,109,0,12,0,12,0,12,1548,182,1347,217,23,21,23,21,0,12,0,12,0,12,50,50,44,48,6,13,0,12,0,12,69,107,69,107,0,12,0,12,0,12,59,75,53,74,6,13,0,12,0,12,719,155,655,150,0,12,0,12,0,12,0,12,0,12,47,34,42,30,5,8,0,12,0,12,17,19,7,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0901559980,0901559980,"Plainfield town, Windham County, Connecticut",14221,237,2223,275,2174,280,9,20,9,20,0,19,0,19,0,19,31,34,31,34,0,19,0,19,0,19,9,18,9,18,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,9322,281,8641,402,428,331,273,243,120,101,35,40,0,19,129,135,79,73,50,71,0,19,0,19,78,67,42,44,36,51,0,19,0,19,46,70,35,53,11,19,0,19,0,19,2676,253,2502,255,14,26,0,19,14,26,0,19,0,19,141,71,112,66,19,18,10,17,0,19,19,29,19,29,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19
0600000US0901134250,0901134250,"Groton town, New London County, Connecticut",36610,316,5259,331,4562,364,492,222,422,204,39,47,31,38,0,26,87,70,77,69,0,26,10,15,0,26,63,58,59,58,4,7,0,26,0,26,55,57,55,57,0,26,0,26,0,26,25881,459,21906,645,2070,438,1493,324,220,118,335,187,22,34,904,288,660,268,210,110,34,33,0,26,852,234,613,218,217,126,22,22,0,26,149,109,149,109,0,26,0,26,0,26,5470,318,5017,309,140,69,68,43,47,42,25,34,0,26,233,91,155,62,49,54,25,25,4,9,72,49,51,38,4,8,7,16,10,17,8,18,8,18,0,26,0,26,0,26
0600000US0900331240,0900331240,"Glastonbury town, Hartford County, Connecticut",33220,226,6558,332,5851,367,147,87,135,82,12,23,0,26,0,26,406,162,376,157,30,54,0,26,0,26,154,116,92,84,62,81,0,26,0,26,0,26,0,26,0,26,0,26,0,26,20657,397,17101,525,873,389,601,238,221,180,50,41,1,2,1662,368,1311,289,331,183,20,23,0,26,979,266,683,235,160,97,113,81,23,23,42,47,42,47,0,26,0,26,0,26,6005,337,5388,320,62,56,38,41,24,39,0,26,0,26,404,112,267,93,73,46,53,52,11,16,130,124,81,81,26,40,0,26,23,36,21,34,21,34,0,26,0,26,0,26
0600000US0901385950,0901385950,"Willington town, Tolland County, Connecticut",5695,114,535,196,488,194,0,17,0,17,0,17,0,17,0,17,47,64,47,64,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4405,221,3696,294,380,282,141,110,43,67,129,147,67,93,53,45,53,45,0,17,0,17,0,17,263,146,51,65,177,111,35,51,0,17,13,26,13,26,0,17,0,17,0,17,755,124,709,115,0,17,0,17,0,17,0,17,0,17,46,45,46,45,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
0600000US0900553470,0900553470,"Norfolk town, Litchfield County, Connecticut",1441,126,210,61,196,61,7,7,3,4,4,6,0,12,0,12,7,8,0,12,4,5,3,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,789,97,769,96,10,12,7,11,3,5,0,12,0,12,7,9,0,12,0,12,7,9,0,12,3,4,3,4,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,442,59,427,55,9,17,5,9,0,12,4,9,0,12,6,6,6,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900368940,0900368940,"Simsbury town, Hartford County, Connecticut",23460,216,4775,306,4397,295,157,128,145,126,11,18,1,2,0,23,106,62,87,54,19,31,0,23,0,23,85,54,70,49,15,17,0,23,0,23,30,35,30,35,0,23,0,23,0,23,14466,363,12862,443,556,362,314,126,215,331,27,38,0,23,692,185,452,134,191,104,49,32,0,23,288,136,121,72,99,61,60,46,8,14,68,47,61,43,0,23,7,10,0,23,4219,245,3920,241,79,58,60,45,0,23,19,37,0,23,153,80,51,42,90,69,2,5,10,16,36,35,21,25,0,23,15,22,0,23,31,29,31,29,0,23,0,23,0,23
0600000US0901337910,0901337910,"Hebron town, Tolland County, Connecticut",9201,135,1838,178,1807,181,19,29,19,29,0,17,0,17,0,17,12,18,12,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,5943,168,5662,199,29,32,29,32,0,17,0,17,0,17,163,94,156,95,7,12,0,17,0,17,89,64,51,50,38,44,0,17,0,17,0,17,0,17,0,17,0,17,0,17,1420,140,1274,132,10,18,10,18,0,17,0,17,0,17,125,96,107,87,18,21,0,17,0,17,0,17,0,17,0,17,0,17,0,17,11,17,11,17,0,17,0,17,0,17
0600000US0900934950,0900934950,"Guilford town, New Haven County, Connecticut",21386,225,3943,311,3660,331,96,84,81,81,15,25,0,23,0,23,59,57,59,57,0,23,0,23,0,23,128,91,102,84,0,23,26,39,0,23,0,23,0,23,0,23,0,23,0,23,12372,312,11364,390,344,141,174,89,135,104,23,29,12,18,423,148,374,143,38,35,11,17,0,23,223,143,87,77,136,98,0,23,0,23,18,27,18,27,0,23,0,23,0,23,5071,294,4630,331,98,79,49,43,0,23,8,12,41,61,169,87,139,82,29,27,1,5,0,23,157,131,81,90,76,95,0,23,0,23,17,27,17,27,0,23,0,23,0,23
0600000US0900308490,0900308490,"Bristol town, Hartford County, Connecticut",57245,389,9579,678,7677,651,1445,372,1203,346,221,178,21,25,0,29,265,163,226,161,0,29,39,49,0,29,150,145,150,145,0,29,0,29,0,29,42,54,42,54,0,29,0,29,0,29,38134,710,30888,1055,4472,678,2943,492,948,293,417,172,164,130,1972,407,1494,304,338,162,140,78,0,29,536,233,260,104,77,52,199,194,0,29,266,166,189,152,65,45,0,29,12,19,9532,459,7682,459,477,210,161,106,96,96,159,123,61,84,1192,223,698,159,350,113,124,57,20,26,115,105,8,13,92,104,15,28,0,29,66,60,29,27,37,39,0,29,0,29
0600000US0900537280,0900537280,"Harwinton town, Litchfield County, Connecticut",5273,85,1000,172,914,166,0,17,0,17,0,17,0,17,0,17,13,19,13,19,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,73,105,73,105,0,17,0,17,0,17,3119,136,3007,151,0,17,0,17,0,17,0,17,0,17,82,51,62,41,10,16,10,16,0,17,0,17,0,17,0,17,0,17,0,17,30,47,30,47,0,17,0,17,0,17,1154,112,1055,113,0,17,0,17,0,17,0,17,0,17,77,55,44,39,20,33,13,20,0,17,22,36,22,36,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
