GEO.id,GEO.id2,GEO.display-label,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M
0600000US0900148620,0900148620,"Monroe town, Fairfield County, Connecticut",18474,269,3773,330,3341,354,162,127,150,124,12,19,0,19,0,19,186,148,186,148,0,19,0,19,0,19,84,83,66,64,18,31,0,19,0,19,0,19,0,19,0,19,0,19,0,19,11656,281,9937,519,522,220,429,187,79,68,14,23,0,19,1007,369,851,327,103,72,35,39,18,29,167,127,102,82,58,67,7,14,0,19,23,31,23,31,0,19,0,19,0,19,3045,199,2708,210,0,19,0,19,0,19,0,19,0,19,298,141,130,85,148,110,20,31,0,19,21,34,0,19,0,19,21,34,0,19,18,29,18,29,0,19,0,19,0,19
0600000US0900150580,0900150580,"New Canaan town, Fairfield County, Connecticut",19073,224,4675,280,4083,314,131,96,100,89,31,46,0,23,0,23,405,223,393,220,0,23,12,18,0,23,56,38,47,35,9,15,0,23,0,23,0,23,0,23,0,23,0,23,0,23,11094,352,9075,485,560,300,396,168,162,171,0,23,2,4,952,306,660,218,273,222,19,27,0,23,451,182,371,159,69,58,0,23,11,17,56,52,35,37,0,23,21,34,0,23,3304,269,2844,276,65,63,61,63,0,23,1,3,3,6,339,150,233,110,73,63,33,48,0,23,47,35,25,28,0,23,12,18,10,15,9,13,8,13,1,3,0,23,0,23
0600000US0900150860,0900150860,"New Fairfield town, Fairfield County, Connecticut",13203,165,2109,243,2027,248,40,38,40,38,0,19,0,19,0,19,42,44,27,35,15,24,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,8620,279,7911,334,358,209,305,200,28,29,25,23,0,19,316,124,316,124,0,19,0,19,0,19,20,26,6,12,7,12,7,10,0,19,15,23,0,19,0,19,15,23,0,19,2474,197,2184,191,77,60,55,53,22,27,0,19,0,19,117,68,64,49,53,37,0,19,0,19,37,43,37,43,0,19,0,19,0,19,59,65,9,14,13,16,18,29,19,30
0600000US0900152980,0900152980,"Newtown town, Fairfield County, Connecticut",26690,244,5346,279,4748,335,145,126,120,94,25,40,0,23,0,23,423,246,402,242,21,33,0,23,0,23,30,35,30,35,0,23,0,23,0,23,0,23,0,23,0,23,0,23,0,23,16586,478,14490,578,721,309,628,306,51,58,28,43,14,19,1200,346,884,275,224,133,92,87,0,23,125,78,99,72,8,12,18,22,0,23,50,38,39,33,11,19,0,23,0,23,4758,393,4455,406,40,38,0,23,0,23,16,16,24,35,229,117,134,75,53,56,36,38,6,8,34,38,18,29,0,23,0,23,16,24,0,23,0,23,0,23,0,23,0,23
0600000US0900156060,0900156060,"Norwalk town, Fairfield County, Connecticut",83749,631,12962,635,7497,564,4382,562,3668,546,472,200,229,244,13,21,817,205,767,206,8,12,42,42,0,29,233,136,190,129,43,41,0,29,0,29,33,33,33,33,0,29,0,29,0,29,57123,697,34522,1238,14851,1011,5883,697,4568,572,3558,508,842,248,5704,840,4001,654,1298,345,405,159,0,29,1853,433,1306,288,449,209,65,63,33,40,193,110,175,98,18,23,0,29,0,29,13664,636,10381,547,1463,295,340,136,455,191,510,187,158,87,1490,286,759,210,434,144,217,125,80,66,272,165,70,53,48,38,77,73,77,84,58,44,58,44,0,29,0,29,0,29
0600000US0900163480,0900163480,"Redding town, Fairfield County, Connecticut",8645,136,1545,197,1342,194,76,56,66,53,10,16,0,17,0,17,98,91,98,91,0,17,0,17,0,17,8,14,8,14,0,17,0,17,0,17,21,31,21,31,0,17,0,17,0,17,5262,197,4776,247,150,102,114,66,28,44,8,13,0,17,291,128,214,108,52,36,0,17,25,37,26,27,0,17,11,17,15,21,0,17,19,21,19,21,0,17,0,17,0,17,1838,188,1767,191,33,27,25,28,0,17,0,17,8,17,12,19,12,19,0,17,0,17,0,17,8,13,8,13,0,17,0,17,0,17,18,25,8,12,0,17,10,23,0,17
0600000US0900163970,0900163970,"Ridgefield town, Fairfield County, Connecticut",23767,234,5663,321,5088,356,316,164,272,162,44,42,0,23,0,23,134,97,122,102,12,26,0,23,0,23,80,66,80,66,0,23,0,23,0,23,45,48,45,48,0,23,0,23,0,23,13856,389,12041,463,692,257,524,193,123,108,45,47,0,23,671,199,603,198,68,41,0,23,0,23,371,153,300,154,33,38,38,44,0,23,81,72,81,72,0,23,0,23,0,23,4248,359,3869,367,73,52,49,44,17,18,7,11,0,23,241,106,174,95,31,33,36,48,0,23,38,36,18,19,14,26,0,23,6,11,27,33,8,13,19,30,0,23,0,23
0600000US0900168170,0900168170,"Shelton town, Fairfield County, Connecticut",39403,327,5412,401,4725,414,288,152,259,149,11,16,18,27,0,26,369,172,228,108,141,130,0,26,0,26,30,28,30,28,0,26,0,26,0,26,0,26,0,26,0,26,0,26,0,26,25302,463,20224,675,1526,352,943,226,351,173,222,111,10,15,2750,508,1848,409,633,226,257,145,12,19,738,258,444,183,123,80,160,91,11,16,64,55,38,27,26,31,0,26,0,26,8689,423,7714,442,149,130,57,59,46,68,38,35,8,13,778,198,312,110,177,94,240,125,49,47,27,31,27,31,0,26,0,26,0,26,21,22,21,22,0,26,0,26,0,26
0600000US0900168310,0900168310,"Sherman town, Fairfield County, Connecticut",3553,55,619,114,529,114,0,12,0,12,0,12,0,12,0,12,83,69,83,69,0,12,0,12,0,12,7,13,7,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2156,103,1975,136,24,26,13,20,11,16,0,12,0,12,139,96,108,75,31,31,0,12,0,12,8,11,8,11,0,12,0,12,0,12,10,16,10,16,0,12,0,12,0,12,778,107,722,112,18,27,18,27,0,12,0,12,0,12,38,37,38,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900173070,0900173070,"Stamford town, Fairfield County, Connecticut",121749,709,18918,844,10371,777,6222,781,5520,711,498,215,193,120,11,18,1831,377,1646,360,130,97,55,56,0,29,317,128,261,115,34,46,22,25,0,29,177,146,168,143,9,15,0,29,0,29,84153,1134,46450,1541,19764,1573,7815,984,4859,757,5311,783,1779,494,12522,1121,7696,775,3214,602,1343,333,269,145,4209,624,2755,471,1210,338,223,126,21,34,1208,301,890,270,259,99,59,55,0,29,18678,521,13044,648,2501,409,650,211,275,142,930,237,646,304,2581,354,1130,224,789,218,511,203,151,120,423,138,162,87,85,55,146,97,30,37,129,86,118,83,5,8,6,12,0,29
0600000US0900174190,0900174190,"Stratford town, Fairfield County, Connecticut",49586,382,7390,429,5935,455,820,240,716,229,63,44,41,31,0,29,533,213,533,213,0,29,0,29,0,29,84,109,84,109,0,29,0,29,0,29,18,26,18,26,0,29,0,29,0,29,32336,534,24915,702,4755,641,3224,436,970,187,416,271,145,123,1990,423,1163,263,582,220,200,99,45,56,403,236,238,153,71,62,66,77,28,47,273,143,185,98,62,67,26,41,0,29,9860,445,8591,464,434,129,194,97,103,65,63,42,74,83,722,171,236,102,214,120,212,80,60,54,20,26,8,16,0,29,0,29,12,20,93,59,93,59,0,29,0,29,0,29
0600000US0900177200,0900177200,"Trumbull town, Fairfield County, Connecticut",34127,257,7197,372,5967,413,274,119,235,109,19,27,20,28,0,26,672,217,672,217,0,26,0,26,0,26,238,135,217,131,21,24,0,26,0,26,46,55,19,22,27,43,0,26,0,26,20359,332,15916,601,972,280,759,249,157,85,56,40,0,26,2455,498,1771,335,594,259,90,89,0,26,756,238,468,183,223,88,33,35,32,39,260,194,215,180,37,41,8,13,0,26,6571,338,5726,345,152,68,74,51,41,37,29,32,8,13,511,180,216,107,77,44,167,121,51,81,142,97,37,43,84,81,21,32,0,26,40,34,30,32,0,26,10,14,0,26
