"FIPS","Year","Age","Pop","MOE"
"0900718080",2012,"Total 5 to 17 years Native",1934,187
"0900718080",2012,"Total 65 years and over Native",2061,207
"0900718080",2012,"Total:Native",11522,409.655953209519
"0900718080",2012,"Total:Not Well",22,62.0483682299543
"0900718080",2012,"Total:Not at All",62,80.9197132965756
"0900718080",2012,"Total:Very Well",1251,245.01224459198
"0900718080",2012,"Total:Well",478,179.142401457611
"0900719130",2012,"18 to 64 years:Not Well",105,129.865314845805
"0900719130",2012,"18 to 64 years:Not at All",89,131.651053926659
"0900719130",2012,"18 to 64 years:Very Well",193,99.6845023060255
"0900719130",2012,"18 to 64 years:Well",12,28.8444102037119
"0900719130",2012,"5 to 17 years:Not Well",0,24
"0900719130",2012,"5 to 17 years:Not at All",0,24
"0900719130",2012,"5 to 17 years:Very Well",59,65.2150289427215
"0900719130",2012,"5 to 17 years:Well",0,24
"0900719130",2012,"65 years and over:Not Well",0,24
"0900719130",2012,"65 years and over:Not at All",0,24
"0900719130",2012,"65 years and over:Very Well",38,39
"0900719130",2012,"65 years and over:Well",14,29.5465734053883
"0900719130",2012,"Total 18 to 64 years Native",2689,219
"0900719130",2012,"Total 5 to 17 years Native",572,116
"0900719130",2012,"Total 65 years and over Native",644,116
"0900719130",2012,"Total:Native",3905,273.629311295409
"0900719130",2012,"Total:Not Well",105,134.227418957529
"0900719130",2012,"Total:Not at All",89,135.955875194859
"0900719130",2012,"Total:Very Well",290,125.343527954179
"0900719130",2012,"Total:Well",26,47.7598157450382
"0900720810",2012,"18 to 64 years:Not Well",28,43.4856298103178
"0900720810",2012,"18 to 64 years:Not at All",0,34
"0900720810",2012,"18 to 64 years:Very Well",262,116.219619686179
"0900720810",2012,"18 to 64 years:Well",21,42.0356991139674
"0900720810",2012,"5 to 17 years:Not Well",0,34
"0900720810",2012,"5 to 17 years:Not at All",0,34
"0900720810",2012,"5 to 17 years:Very Well",171,130.805198673447
"0900720810",2012,"5 to 17 years:Well",11,34.5108678534748
"0900720810",2012,"65 years and over:Not Well",3,30.0499584026334
"0900720810",2012,"65 years and over:Not at All",23,39.6862696659689
"0900720810",2012,"65 years and over:Very Well",85,77.7367352028627
"0900720810",2012,"65 years and over:Well",19,41.3279566395437
"0900720810",2012,"Total 18 to 64 years Native",3953,211
"0900720810",2012,"Total 5 to 17 years Native",1430,196
"0900720810",2012,"Total 65 years and over Native",980,109
"0900720810",2012,"Total:Native",6363,307.925315620525
"0900720810",2012,"Total:Not Well",31,62.8490254498827
"0900720810",2012,"Total:Not at All",23,62.3458098030654
"0900720810",2012,"Total:Very Well",518,191.468012994338
"0900720810",2012,"Total:Well",51,68.3081254317523
"0900722280",2012,"18 to 64 years:Not Well",30,42.3674403286297
"0900722280",2012,"18 to 64 years:Not at All",2,29.8663690461362
"0900722280",2012,"18 to 64 years:Very Well",187,106.22146675696
"0900722280",2012,"18 to 64 years:Well",2,30.2654919008431
"0900722280",2012,"5 to 17 years:Not Well",0,34
"0900722280",2012,"5 to 17 years:Not at All",0,34
"0900722280",2012,"5 to 17 years:Very Well",19,41.3279566395437
"0900722280",2012,"5 to 17 years:Well",0,34
"0900722280",2012,"65 years and over:Not Well",0,34
"0900722280",2012,"65 years and over:Not at All",0,34
"0900722280",2012,"65 years and over:Very Well",25,43.4856298103178
"0900722280",2012,"65 years and over:Well",47,66.8356192460278
"0900722280",2012,"Total 18 to 64 years Native",5546,228
"0900722280",2012,"Total 5 to 17 years Native",1740,213
"0900722280",2012,"Total 65 years and over Native",1166,203
"0900722280",2012,"Total:Native",8452,372.239170426757
"0900722280",2012,"Total:Not Well",30,64.0858798800485
"0900722280",2012,"Total:Not at All",2,56.6038867923396
"0900722280",2012,"Total:Very Well",231,121.991803003317
"0900722280",2012,"Total:Well",49,80.8640834981761
"0900722490",2012,"18 to 64 years:Not Well",95,112.902612901562
"0900722490",2012,"18 to 64 years:Not at All",13,32.0468407179241
"0900722490",2012,"18 to 64 years:Very Well",782,207.822039254743
"0900722490",2012,"18 to 64 years:Well",144,106.901824119142
"0900722490",2012,"5 to 17 years:Not Well",0,38
"0900722490",2012,"5 to 17 years:Not at All",0,38
"0900722490",2012,"5 to 17 years:Very Well",115,83.7317144217172
"0900722490",2012,"5 to 17 years:Well",0,38
"0900722490",2012,"65 years and over:Not Well",0,38
"0900722490",2012,"65 years and over:Not at All",0,38
"0900722490",2012,"65 years and over:Very Well",62,65.3222779762004
"0900722490",2012,"65 years and over:Well",11,37.0405183549043
"0900722490",2012,"Total 18 to 64 years Native",7833,341
"0900722490",2012,"Total 5 to 17 years Native",1871,243
"0900722490",2012,"Total 65 years and over Native",1282,213
"0900722490",2012,"Total:Native",10986,469.786121548945
"0900722490",2012,"Total:Not Well",95,125.039993602047
"0900722490",2012,"Total:Not at All",13,62.5699608438426
"0900722490",2012,"Total:Very Well",959,233.383804065321
"0900722490",2012,"Total:Well",155,119.348229982686
"0900726270",2012,"18 to 64 years:Not Well",0,34
"0900726270",2012,"18 to 64 years:Not at All",0,34
"0900726270",2012,"18 to 64 years:Very Well",158,91.1482309208467
"0900726270",2012,"18 to 64 years:Well",24,37.9868398264452
"0900726270",2012,"5 to 17 years:Not Well",0,34
"0900726270",2012,"5 to 17 years:Not at All",0,34
"0900726270",2012,"5 to 17 years:Very Well",28,52.9433659677962
"0900726270",2012,"5 to 17 years:Well",0,34
"0900726270",2012,"65 years and over:Not Well",0,34
"0900726270",2012,"65 years and over:Not at All",0,34
"0900726270",2012,"65 years and over:Very Well",45,47.2863616701476
"0900726270",2012,"65 years and over:Well",31,46.5080638169339
"0900726270",2012,"Total 18 to 64 years Native",3745,236
"0900726270",2012,"Total 5 to 17 years Native",936,170
"0900726270",2012,"Total 65 years and over Native",1382,161
"0900726270",2012,"Total:Native",6063,332.440972204089
"0900726270",2012,"Total:Not Well",0,58.8897274573418
"0900726270",2012,"Total:Not at All",0,58.8897274573418
"0900726270",2012,"Total:Very Well",231,115.529217083818
"0900726270",2012,"Total:Well",55,69.0072459963445
"0900735230",2012,"18 to 64 years:Not Well",0,34
"0900735230",2012,"18 to 64 years:Not at All",0,34
"0900735230",2012,"18 to 64 years:Very Well",229,126.265593096457
"0900735230",2012,"18 to 64 years:Well",27,38.6264158316559
"0900735230",2012,"5 to 17 years:Not Well",47,62.3858958419289
"0900735230",2012,"5 to 17 years:Not at All",0,34
"0900735230",2012,"5 to 17 years:Very Well",45,47.6864760702654
"0900735230",2012,"5 to 17 years:Well",0,34
"0900735230",2012,"65 years and over:Not Well",13,35.5949434611154
"0900735230",2012,"65 years and over:Not at All",0,34
"0900735230",2012,"65 years and over:Very Well",54,60.6300255648965
"0900735230",2012,"65 years and over:Well",0,34
"0900735230",2012,"Total 18 to 64 years Native",4942,189
"0900735230",2012,"Total 5 to 17 years Native",1481,218
"0900735230",2012,"Total 65 years and over Native",985,180
"0900735230",2012,"Total:Native",7408,340.066170031657
"0900735230",2012,"Total:Not Well",60,79.4669742723353
"0900735230",2012,"Total:Not at All",0,58.8897274573418
"0900735230",2012,"Total:Very Well",328,147.962833171037
"0900735230",2012,"Total:Well",27,61.6765757804371
"0900740710",2012,"18 to 64 years:Not Well",11,34
"0900740710",2012,"18 to 64 years:Not at All",0,34
"0900740710",2012,"18 to 64 years:Very Well",176,97.2316820794539
"0900740710",2012,"18 to 64 years:Well",66,65.5972560401729
"0900740710",2012,"5 to 17 years:Not Well",0,34
"0900740710",2012,"5 to 17 years:Not at All",0,34
"0900740710",2012,"5 to 17 years:Very Well",62,65.0230728280354
"0900740710",2012,"5 to 17 years:Well",16,37.9868398264452
"0900740710",2012,"65 years and over:Not Well",0,34
"0900740710",2012,"65 years and over:Not at All",0,34
"0900740710",2012,"65 years and over:Very Well",62,59.7578446733146
"0900740710",2012,"65 years and over:Well",29,56.3116329012044
"0900740710",2012,"Total 18 to 64 years Native",3584,173
"0900740710",2012,"Total 5 to 17 years Native",1242,117
"0900740710",2012,"Total 65 years and over Native",1062,112
"0900740710",2012,"Total:Native",5888,236.985231607373
"0900740710",2012,"Total:Not Well",11,58.8897274573418
"0900740710",2012,"Total:Not at All",0,58.8897274573418
"0900740710",2012,"Total:Very Well",300,131.350675673938
"0900740710",2012,"Total:Well",111,94.4298681562142
"0900747080",2012,"18 to 64 years:Not Well",0,24
"0900747080",2012,"18 to 64 years:Not at All",0,24
"0900747080",2012,"18 to 64 years:Very Well",133,76.3020314277412
"0900747080",2012,"18 to 64 years:Well",5,23.0651251893416
"0900747080",2012,"5 to 17 years:Not Well",0,24
"0900747080",2012,"5 to 17 years:Not at All",0,24
"0900747080",2012,"5 to 17 years:Very Well",41,43.3128156554154
"0900747080",2012,"5 to 17 years:Well",0,24
"0900747080",2012,"65 years and over:Not Well",0,24
"0900747080",2012,"65 years and over:Not at All",0,24
"0900747080",2012,"65 years and over:Very Well",35,35.6791255498226
"0900747080",2012,"65 years and over:Well",8,25.0599281722833
"0900747080",2012,"Total 18 to 64 years Native",2555,137
"0900747080",2012,"Total 5 to 17 years Native",703,121
"0900747080",2012,"Total 65 years and over Native",606,90
"0900747080",2012,"Total:Native",3864,203.740030430939
"0900747080",2012,"Total:Not Well",0,41.5692193816531
"0900747080",2012,"Total:Not at All",0,41.5692193816531
"0900747080",2012,"Total:Very Well",209,94.715363062177
"0900747080",2012,"Total:Well",13,41.6653333119993
"0900747360",2012,"18 to 64 years:Not Well",519,193.966491951574
"0900747360",2012,"18 to 64 years:Not at All",110,76.5310394545899
"0900747360",2012,"18 to 64 years:Very Well",4507,571.686102682232
"0900747360",2012,"18 to 64 years:Well",1001,313.735557436514
"0900747360",2012,"5 to 17 years:Not Well",61,79.0759128938768
"0900747360",2012,"5 to 17 years:Not at All",0,52
"0900747360",2012,"5 to 17 years:Very Well",835,226.099535603238
"0900747360",2012,"5 to 17 years:Well",59,64.0156230931169
"0900747360",2012,"65 years and over:Not Well",243,124.571264744322
"0900747360",2012,"65 years and over:Not at All",58,56.2316636780382
"0900747360",2012,"65 years and over:Very Well",435,141.996478829582
"0900747360",2012,"65 years and over:Well",103,73.7156699759285
"0900747360",2012,"Total 18 to 64 years Native",26046,803
"0900747360",2012,"Total 5 to 17 years Native",5666,428
"0900747360",2012,"Total 65 years and over Native",5260,382
"0900747360",2012,"Total:Native",36972,986.872332168655
"0900747360",2012,"Total:Not Well",823,243.708842679128
"0900747360",2012,"Total:Not at All",168,108.272803602752
"0900747360",2012,"Total:Very Well",5777,630.958794217182
"0900747360",2012,"Total:Well",1163,328.575714257764
"0900757320",2012,"18 to 64 years:Not Well",11,36.592348927064
"0900757320",2012,"18 to 64 years:Not at All",0,38
"0900757320",2012,"18 to 64 years:Very Well",188,85.2408352845043
"0900757320",2012,"18 to 64 years:Well",46,45.133136385587
"0900757320",2012,"5 to 17 years:Not Well",11,37.5099986670221
"0900757320",2012,"5 to 17 years:Not at All",0,38
"0900757320",2012,"5 to 17 years:Very Well",114,78.7527777287887
"0900757320",2012,"5 to 17 years:Well",0,38
"0900757320",2012,"65 years and over:Not Well",10,23.9791576165636
"0900757320",2012,"65 years and over:Not at All",3,33.4514573673555
"0900757320",2012,"65 years and over:Very Well",170,93.5040106091712
"0900757320",2012,"65 years and over:Well",26,41.3279566395437
"0900757320",2012,"Total 18 to 64 years Native",5068,287
"0900757320",2012,"Total 5 to 17 years Native",1661,252
"0900757320",2012,"Total 65 years and over Native",2554,321
"0900757320",2012,"Total:Native",9283,498.912818035376
"0900757320",2012,"Total:Not Well",32,57.6281181368956
"0900757320",2012,"Total:Not at All",3,63.3008688723938
"0900757320",2012,"Total:Very Well",472,149.033553269054
"0900757320",2012,"Total:Well",72,72.034713853808
"0900761800",2012,"18 to 64 years:Not Well",13,37.9868398264452
"0900761800",2012,"18 to 64 years:Not at All",50,75.0199973340442
"0900761800",2012,"18 to 64 years:Very Well",414,142.460520847005
"0900761800",2012,"18 to 64 years:Well",68,83.3726573883788
"0900761800",2012,"5 to 17 years:Not Well",0,34
"0900761800",2012,"5 to 17 years:Not at All",0,34
"0900761800",2012,"5 to 17 years:Very Well",89,95.6451776097467
"0900761800",2012,"5 to 17 years:Well",0,34
"0900761800",2012,"65 years and over:Not Well",4,30.7896086366813
"0900761800",2012,"65 years and over:Not at All",0,34
"0900761800",2012,"65 years and over:Very Well",59,47.6550102297754
"0900761800",2012,"65 years and over:Well",25,37.9868398264452
"0900761800",2012,"Total 18 to 64 years Native",5409,322
"0900761800",2012,"Total 5 to 17 years Native",1589,175
"0900761800",2012,"Total 65 years and over Native",1422,203
"0900761800",2012,"Total:Native",8420,418.94868420846
"0900761800",2012,"Total:Not Well",17,59.5566956773124
"0900761800",2012,"Total:Not at All",50,89.1066776397818
"0900761800",2012,"Total:Very Well",562,178.084249724674
"0900761800",2012,"Total:Well",93,97.7241014284603
"0900781680",2012,"18 to 64 years:Not Well",28,42.7551166528639
"0900781680",2012,"18 to 64 years:Not at All",0,34
"0900781680",2012,"18 to 64 years:Very Well",194,116.567576967182
"0900781680",2012,"18 to 64 years:Well",131,90.4544084055609
"0900781680",2012,"5 to 17 years:Not Well",0,34
"0900781680",2012,"5 to 17 years:Not at All",0,34
"0900781680",2012,"5 to 17 years:Very Well",88,89.9555445761961
"0900781680",2012,"5 to 17 years:Well",14,36.1662826400502
"0900781680",2012,"65 years and over:Not Well",13,36.7559518989782
"0900781680",2012,"65 years and over:Not at All",12,35.0428309358705
"0900781680",2012,"65 years and over:Very Well",64,57.471732182004
"0900781680",2012,"65 years and over:Well",0,34
"0900781680",2012,"Total 18 to 64 years Native",3935,287
"0900781680",2012,"Total 5 to 17 years Native",949,160
"0900781680",2012,"Total 65 years and over Native",1309,189
"0900781680",2012,"Total:Native",6193,379.064638287456
"0900781680",2012,"Total:Not Well",41,65.8407168855261
"0900781680",2012,"Total:Not at All",12,59.4978991225741
"0900781680",2012,"Total:Very Well",346,158.060115146105
"0900781680",2012,"Total:Well",145,103.179455319361
"0900900000",2012,"18 to 64 years:Not Well",0,24
"0900900000",2012,"18 to 64 years:Not at All",0,24
"0900900000",2012,"18 to 64 years:Very Well",0,24
"0900900000",2012,"18 to 64 years:Well",0,24
"0900900000",2012,"5 to 17 years:Not Well",0,24
"0900900000",2012,"5 to 17 years:Not at All",0,24
"0900900000",2012,"5 to 17 years:Very Well",0,24
"0900900000",2012,"5 to 17 years:Well",0,24
"0900900000",2012,"65 years and over:Not Well",0,24
"0900900000",2012,"65 years and over:Not at All",0,24
"0900900000",2012,"65 years and over:Very Well",0,24
"0900900000",2012,"65 years and over:Well",0,24
"0900900000",2012,"Total 18 to 64 years Native",0,12
"0900900000",2012,"Total 5 to 17 years Native",0,12
"0900900000",2012,"Total 65 years and over Native",0,12
"0900900000",2012,"Total:Native",0,20.7846096908265
"0900900000",2012,"Total:Not Well",0,41.5692193816531
"0900900000",2012,"Total:Not at All",0,41.5692193816531
"0900900000",2012,"Total:Very Well",0,41.5692193816531
"0900900000",2012,"Total:Well",0,41.5692193816531
"0900901220",2012,"18 to 64 years:Not Well",285,133.790881602597
"0900901220",2012,"18 to 64 years:Not at All",36,49.5176736125598
"0900901220",2012,"18 to 64 years:Very Well",1773,423.788862524725
"0900901220",2012,"18 to 64 years:Well",654,209.317939986041
"0900901220",2012,"5 to 17 years:Not Well",7,35.028559776274
"0900901220",2012,"5 to 17 years:Not at All",0,38
"0900901220",2012,"5 to 17 years:Very Well",580,281.953896940617
"0900901220",2012,"5 to 17 years:Well",30,45.902069670114
"0900901220",2012,"65 years and over:Not Well",78,62.0241888298428
"0900901220",2012,"65 years and over:Not at All",86,92.0814856526544
"0900901220",2012,"65 years and over:Very Well",252,112.120470923021
"0900901220",2012,"65 years and over:Well",146,92.1086315173556
"0900901220",2012,"Total 18 to 64 years Native",9272,671
"0900901220",2012,"Total 5 to 17 years Native",2547,447
"0900901220",2012,"Total 65 years and over Native",2083,274
"0900901220",2012,"Total:Native",13902,851.543304829531
"0900901220",2012,"Total:Not Well",370,151.571765180722
"0900901220",2012,"Total:Not at All",122,111.242977306435
"0900901220",2012,"Total:Very Well",2605,521.215886173858
"0900901220",2012,"Total:Well",830,233.248794209102
"0900903250",2012,"18 to 64 years:Not Well",17,39.2810386828047
"0900903250",2012,"18 to 64 years:Not at All",0,34
"0900903250",2012,"18 to 64 years:Very Well",314,135.782914978284
"0900903250",2012,"18 to 64 years:Well",107,85.2994724485445
"0900903250",2012,"5 to 17 years:Not Well",0,34
"0900903250",2012,"5 to 17 years:Not at All",17,39.9499687108764
"0900903250",2012,"5 to 17 years:Very Well",107,90.8570305479988
"0900903250",2012,"5 to 17 years:Well",0,34
"0900903250",2012,"65 years and over:Not Well",29,52.1152568831815
"0900903250",2012,"65 years and over:Not at All",0,34
"0900903250",2012,"65 years and over:Very Well",28,42.7551166528639
"0900903250",2012,"65 years and over:Well",54,46.3141447076376
"0900903250",2012,"Total 18 to 64 years Native",3436,226
"0900903250",2012,"Total 5 to 17 years Native",967,170
"0900903250",2012,"Total 65 years and over Native",619,92
"0900903250",2012,"Total:Native",5022,297.38863461807
"0900903250",2012,"Total:Not Well",46,73.5866835779409
"0900903250",2012,"Total:Not at All",17,62.5139984323511
"0900903250",2012,"Total:Very Well",449,168.878654660676
"0900903250",2012,"Total:Well",161,102.844542879046
"0900904580",2012,"18 to 64 years:Not Well",0,34
"0900904580",2012,"18 to 64 years:Not at All",0,34
"0900904580",2012,"18 to 64 years:Very Well",184,73.0342385460409
"0900904580",2012,"18 to 64 years:Well",59,46.1627555503352
"0900904580",2012,"5 to 17 years:Not Well",7,32.1869538788622
"0900904580",2012,"5 to 17 years:Not at All",0,34
"0900904580",2012,"5 to 17 years:Very Well",78,46.5403051128804
"0900904580",2012,"5 to 17 years:Well",0,34
"0900904580",2012,"65 years and over:Not Well",14,36.1662826400502
"0900904580",2012,"65 years and over:Not at All",0,34
"0900904580",2012,"65 years and over:Very Well",26,38.7685439499603
"0900904580",2012,"65 years and over:Well",0,34
"0900904580",2012,"Total 18 to 64 years Native",3166,150
"0900904580",2012,"Total 5 to 17 years Native",1226,123
"0900904580",2012,"Total 65 years and over Native",586,94
"0900904580",2012,"Total:Native",4978,215.557416944999
"0900904580",2012,"Total:Not Well",21,59.1607978309962
"0900904580",2012,"Total:Not at All",0,58.8897274573418
"0900904580",2012,"Total:Very Well",288,94.8841398759561
"0900904580",2012,"Total:Well",59,66.6558324529819
"0900907310",2012,"18 to 64 years:Not Well",221,117.571254990325
"0900907310",2012,"18 to 64 years:Not at All",0,46
"0900907310",2012,"18 to 64 years:Very Well",1244,255.654063140017
"0900907310",2012,"18 to 64 years:Well",529,179.54943608934
"0900907310",2012,"5 to 17 years:Not Well",38,51.4101157361078
"0900907310",2012,"5 to 17 years:Not at All",12,44.5757781760453
"0900907310",2012,"5 to 17 years:Very Well",321,130.407055023875
"0900907310",2012,"5 to 17 years:Well",12,47.0319040652194
"0900907310",2012,"65 years and over:Not Well",103,108.830142883302
"0900907310",2012,"65 years and over:Not at All",7,44.1361529814278
"0900907310",2012,"65 years and over:Very Well",239,117.055542371987
"0900907310",2012,"65 years and over:Well",123,79.9624912068152
"0900907310",2012,"Total 18 to 64 years Native",15406,494
"0900907310",2012,"Total 5 to 17 years Native",3481,293
"0900907310",2012,"Total 65 years and over Native",5338,332
"0900907310",2012,"Total:Native",24225,663.407114824675
"0900907310",2012,"Total:Not Well",362,168.255757702374
"0900907310",2012,"Total:Not at All",19,77.7881739083776
"0900907310",2012,"Total:Very Well",1804,309.946769623431
"0900907310",2012,"Total:Well",664,202.098985648122
"0900914160",2012,"18 to 64 years:Not Well",330,124.571264744322
"0900914160",2012,"18 to 64 years:Not at All",43,56.6038867923396
"0900914160",2012,"18 to 64 years:Very Well",2097,363.034433628547
"0900914160",2012,"18 to 64 years:Well",768,322.766169230916
"0900914160",2012,"5 to 17 years:Not Well",141,107.721864075962
"0900914160",2012,"5 to 17 years:Not at All",0,46
"0900914160",2012,"5 to 17 years:Very Well",603,189.507255797766
"0900914160",2012,"5 to 17 years:Well",90,62.00806399171
"0900914160",2012,"65 years and over:Not Well",83,69.9857128276908
"0900914160",2012,"65 years and over:Not at All",43,52.9055762656452
"0900914160",2012,"65 years and over:Very Well",233,117.843116048414
"0900914160",2012,"65 years and over:Well",57,48.6826457785523
"0900914160",2012,"Total 18 to 64 years Native",15024,494
"0900914160",2012,"Total 5 to 17 years Native",4767,310
"0900914160",2012,"Total 65 years and over Native",3724,264
"0900914160",2012,"Total:Native",23515,640.181224341983
"0900914160",2012,"Total:Not Well",554,178.941331167509
"0900914160",2012,"Total:Not at All",86,90.1054937281851
"0900914160",2012,"Total:Very Well",2933,426.138475146284
"0900914160",2012,"Total:Well",915,332.254420587597
"0900919550",2012,"18 to 64 years:Not Well",339,172.542748326321
"0900919550",2012,"18 to 64 years:Not at All",26,40.0749298190278
"0900919550",2012,"18 to 64 years:Very Well",750,232.320898758592
"0900919550",2012,"18 to 64 years:Well",583,271.481122732318
"0900919550",2012,"5 to 17 years:Not Well",0,38
"0900919550",2012,"5 to 17 years:Not at All",0,38
"0900919550",2012,"5 to 17 years:Very Well",338,162.625336279437
"0900919550",2012,"5 to 17 years:Well",0,38
"0900919550",2012,"65 years and over:Not Well",87,68.6949779823824
"0900919550",2012,"65 years and over:Not at All",26,41.0609303352956
"0900919550",2012,"65 years and over:Very Well",144,82.1401241781384
"0900919550",2012,"65 years and over:Well",36,47.8748368143433
"0900919550",2012,"Total 18 to 64 years Native",6301,418
"0900919550",2012,"Total 5 to 17 years Native",1529,338
"0900919550",2012,"Total 65 years and over Native",1782,279
"0900919550",2012,"Total:Native",9612,605.647587298092
"0900919550",2012,"Total:Not Well",426,189.562654549888
"0900919550",2012,"Total:Not at All",52,68.818602136341
"0900919550",2012,"Total:Very Well",1232,295.240579866657
"0900919550",2012,"Total:Well",619,278.276840574274
"0900922910",2012,"18 to 64 years:Not Well",353,146.089013960667
"0900922910",2012,"18 to 64 years:Not at All",129,117.196416327463
"0900922910",2012,"18 to 64 years:Very Well",1632,346.713137910867
"0900922910",2012,"18 to 64 years:Well",612,196.079065685249
"0900922910",2012,"5 to 17 years:Not Well",109,98.974744253269
"0900922910",2012,"5 to 17 years:Not at All",0,46
"0900922910",2012,"5 to 17 years:Very Well",592,216.956216781175
"0900922910",2012,"5 to 17 years:Well",104,79.012657213892
"0900922910",2012,"65 years and over:Not Well",77,60.5557594288107
"0900922910",2012,"65 years and over:Not at All",30,61.6116872029974
"0900922910",2012,"65 years and over:Very Well",338,155.164428913331
"0900922910",2012,"65 years and over:Well",132,92.9677363390117
"0900922910",2012,"Total 18 to 64 years Native",15712,569
"0900922910",2012,"Total 5 to 17 years Native",3621,401
"0900922910",2012,"Total 65 years and over Native",4282,321
"0900922910",2012,"Total:Native",23615,766.552672684663
"0900922910",2012,"Total:Not Well",539,186.560981987124
"0900922910",2012,"Total:Not at All",159,140.167756634684
"0900922910",2012,"Total:Very Well",2562,437.442567658887
"0900922910",2012,"Total:Well",848,230.939385986886
"0900934950",2012,"18 to 64 years:Not Well",47,58
"0900934950",2012,"18 to 64 years:Not at All",0,46
"0900934950",2012,"18 to 64 years:Very Well",757,206.799419728393
"0900934950",2012,"18 to 64 years:Well",334,194.905105115284
"0900934950",2012,"5 to 17 years:Not Well",6,41.3279566395437
"0900934950",2012,"5 to 17 years:Not at All",0,46
"0900934950",2012,"5 to 17 years:Very Well",209,141.410749237814
"0900934950",2012,"5 to 17 years:Well",40,56.8418859644893
"0900934950",2012,"65 years and over:Not Well",53,59.0931468107766
"0900934950",2012,"65 years and over:Not at All",0,46
"0900934950",2012,"65 years and over:Very Well",243,110.49886877249
"0900934950",2012,"65 years and over:Well",10,42.9301758673314
"0900934950",2012,"Total 18 to 64 years Native",12059,333
"0900934950",2012,"Total 5 to 17 years Native",3635,291
"0900934950",2012,"Total 65 years and over Native",3799,254
"0900934950",2012,"Total:Native",19493,509.986274325104
"0900934950",2012,"Total:Not Well",106,92.5418824100742
"0900934950",2012,"Total:Not at All",0,79.6743371481684
"0900934950",2012,"Total:Very Well",1209,273.811979285056
"0900934950",2012,"Total:Well",384,207.513854959133
"0900935650",2012,"18 to 64 years:Not Well",610,242.431433605463
"0900935650",2012,"18 to 64 years:Not at All",69,98.7319603775799
"0900935650",2012,"18 to 64 years:Very Well",5071,802.116575068737
"0900935650",2012,"18 to 64 years:Well",1495,304.837661715215
"0900935650",2012,"5 to 17 years:Not Well",153,107.116758726168
"0900935650",2012,"5 to 17 years:Not at All",0,58
"0900935650",2012,"5 to 17 years:Very Well",1105,370.159425113018
"0900935650",2012,"5 to 17 years:Well",199,136.128615654461
"0900935650",2012,"65 years and over:Not Well",218,112.013392056486
"0900935650",2012,"65 years and over:Not at All",88,73.0410843293006
"0900935650",2012,"65 years and over:Very Well",380,132.431114168839
"0900935650",2012,"65 years and over:Well",247,113.110565377422
"0900935650",2012,"Total 18 to 64 years Native",32874,884
"0900935650",2012,"Total 5 to 17 years Native",7122,492
"0900935650",2012,"Total 65 years and over Native",7930,447
"0900935650",2012,"Total:Native",47926,1106.04204260055
"0900935650",2012,"Total:Not Well",981,287.739465489182
"0900935650",2012,"Total:Not at All",157,135.819733470509
"0900935650",2012,"Total:Very Well",6556,893.278791867354
"0900935650",2012,"Total:Well",1941,352.492553112828
"0900944560",2012,"18 to 64 years:Not Well",28,40.1497197997695
"0900944560",2012,"18 to 64 years:Not at All",0,38
"0900944560",2012,"18 to 64 years:Very Well",361,123.830529353629
"0900944560",2012,"18 to 64 years:Well",179,92.4283506290142
"0900944560",2012,"5 to 17 years:Not Well",0,38
"0900944560",2012,"5 to 17 years:Not at All",0,38
"0900944560",2012,"5 to 17 years:Very Well",147,91.1811384004389
"0900944560",2012,"5 to 17 years:Well",34,59.8581656919087
"0900944560",2012,"65 years and over:Not Well",44,41.545156155682
"0900944560",2012,"65 years and over:Not at All",15,33.4962684488885
"0900944560",2012,"65 years and over:Very Well",200,106.79419459877
"0900944560",2012,"65 years and over:Well",0,38
"0900944560",2012,"Total 18 to 64 years Native",9356,294
"0900944560",2012,"Total 5 to 17 years Native",4061,333
"0900944560",2012,"Total 65 years and over Native",3093,236
"0900944560",2012,"Total:Native",16510,503.011928287988
"0900944560",2012,"Total:Not Well",72,69.1520064784819
"0900944560",2012,"Total:Not at All",15,63.3245607959502
"0900944560",2012,"Total:Very Well",708,187.224464213414
"0900944560",2012,"Total:Well",213,116.490342947388
"0900946520",2012,"18 to 64 years:Not Well",1471,299.427787621657
"0900946520",2012,"18 to 64 years:Not at All",727,248.255916344405
"0900946520",2012,"18 to 64 years:Very Well",6900,613.674995416955
"0900946520",2012,"18 to 64 years:Well",2371,387.646746407086
"0900946520",2012,"5 to 17 years:Not Well",172,97.0154626850792
"0900946520",2012,"5 to 17 years:Not at All",2,50.3884907493765
"0900946520",2012,"5 to 17 years:Very Well",2736,465.044083931835
"0900946520",2012,"5 to 17 years:Well",338,140.737344013591
"0900946520",2012,"65 years and over:Not Well",533,187.901569977475
"0900946520",2012,"65 years and over:Not at All",209,112.120470923021
"0900946520",2012,"65 years and over:Very Well",864,214.137806096915
"0900946520",2012,"65 years and over:Well",567,167.600715988924
"0900946520",2012,"Total 18 to 64 years Native",26666,819
"0900946520",2012,"Total 5 to 17 years Native",7192,553
"0900946520",2012,"Total 65 years and over Native",6240,368
"0900946520",2012,"Total:Native",40098,1054.51126120113
"0900946520",2012,"Total:Not Well",2176,366.573321451521
"0900946520",2012,"Total:Not at All",938,277.021659802984
"0900946520",2012,"Total:Very Well",10500,799.198348346642
"0900946520",2012,"Total:Well",3276,445.159521969372
"0900946940",2012,"18 to 64 years:Not Well",33,34.0881210981186
"0900946940",2012,"18 to 64 years:Not at All",0,34
