GEO.id,GEO.id2,GEO.display-label,B16004_001E,B16004_001M,B16004_002E,B16004_002M,B16004_003E,B16004_003M,B16004_004E,B16004_004M,B16004_005E,B16004_005M,B16004_006E,B16004_006M,B16004_007E,B16004_007M,B16004_008E,B16004_008M,B16004_009E,B16004_009M,B16004_010E,B16004_010M,B16004_011E,B16004_011M,B16004_012E,B16004_012M,B16004_013E,B16004_013M,B16004_014E,B16004_014M,B16004_015E,B16004_015M,B16004_016E,B16004_016M,B16004_017E,B16004_017M,B16004_018E,B16004_018M,B16004_019E,B16004_019M,B16004_020E,B16004_020M,B16004_021E,B16004_021M,B16004_022E,B16004_022M,B16004_023E,B16004_023M,B16004_024E,B16004_024M,B16004_025E,B16004_025M,B16004_026E,B16004_026M,B16004_027E,B16004_027M,B16004_028E,B16004_028M,B16004_029E,B16004_029M,B16004_030E,B16004_030M,B16004_031E,B16004_031M,B16004_032E,B16004_032M,B16004_033E,B16004_033M,B16004_034E,B16004_034M,B16004_035E,B16004_035M,B16004_036E,B16004_036M,B16004_037E,B16004_037M,B16004_038E,B16004_038M,B16004_039E,B16004_039M,B16004_040E,B16004_040M,B16004_041E,B16004_041M,B16004_042E,B16004_042M,B16004_043E,B16004_043M,B16004_044E,B16004_044M,B16004_045E,B16004_045M,B16004_046E,B16004_046M,B16004_047E,B16004_047M,B16004_048E,B16004_048M,B16004_049E,B16004_049M,B16004_050E,B16004_050M,B16004_051E,B16004_051M,B16004_052E,B16004_052M,B16004_053E,B16004_053M,B16004_054E,B16004_054M,B16004_055E,B16004_055M,B16004_056E,B16004_056M,B16004_057E,B16004_057M,B16004_058E,B16004_058M,B16004_059E,B16004_059M,B16004_060E,B16004_060M,B16004_061E,B16004_061M,B16004_062E,B16004_062M,B16004_063E,B16004_063M,B16004_064E,B16004_064M,B16004_065E,B16004_065M,B16004_066E,B16004_066M,B16004_067E,B16004_067M
Id,Id2,Geography,Estimate!!Total,Margin of Error!!Total,Estimate!!Total!!5 to 17 years,Margin of Error!!Total!!5 to 17 years,Estimate!!Total!!5 to 17 years!!Speak only English,Margin of Error!!Total!!5 to 17 years!!Speak only English,Estimate!!Total!!5 to 17 years!!Speak Spanish,Margin of Error!!Total!!5 to 17 years!!Speak Spanish,"Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English very well""""","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English very well""""","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English well""""","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English well""""","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English not well""""","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English not well""""","Estimate!!Total!!5 to 17 years!!Speak Spanish!!Speak English not at all""""","Margin of Error!!Total!!5 to 17 years!!Speak Spanish!!Speak English not at all""""",Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages,Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages,"Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English very well""""","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English very well""""","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English well""""","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English well""""","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English not well""""","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English not well""""","Estimate!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English not at all""""","Margin of Error!!Total!!5 to 17 years!!Speak other Indo-European languages!!Speak English not at all""""",Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages,Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages,"Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English very well""""","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English very well""""","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English well""""","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English well""""","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English not well""""","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English not well""""","Estimate!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English not at all""""","Margin of Error!!Total!!5 to 17 years!!Speak Asian and Pacific Island languages!!Speak English not at all""""",Estimate!!Total!!5 to 17 years!!Speak other languages,Margin of Error!!Total!!5 to 17 years!!Speak other languages,"Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English very well""""","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English very well""""","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English well""""","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English well""""","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English not well""""","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English not well""""","Estimate!!Total!!5 to 17 years!!Speak other languages!!Speak English not at all""""","Margin of Error!!Total!!5 to 17 years!!Speak other languages!!Speak English not at all""""",Estimate!!Total!!18 to 64 years,Margin of Error!!Total!!18 to 64 years,Estimate!!Total!!18 to 64 years!!Speak only English,Margin of Error!!Total!!18 to 64 years!!Speak only English,Estimate!!Total!!18 to 64 years!!Speak Spanish,Margin of Error!!Total!!18 to 64 years!!Speak Spanish,"Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English very well""""","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English very well""""","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English well""""","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English well""""","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English not well""""","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English not well""""","Estimate!!Total!!18 to 64 years!!Speak Spanish!!Speak English not at all""""","Margin of Error!!Total!!18 to 64 years!!Speak Spanish!!Speak English not at all""""",Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages,Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages,"Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English very well""""","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English very well""""","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English well""""","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English well""""","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English not well""""","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English not well""""","Estimate!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English not at all""""","Margin of Error!!Total!!18 to 64 years!!Speak other Indo-European languages!!Speak English not at all""""",Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages,Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages,"Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English very well""""","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English very well""""","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English well""""","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English well""""","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English not well""""","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English not well""""","Estimate!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English not at all""""","Margin of Error!!Total!!18 to 64 years!!Speak Asian and Pacific Island languages!!Speak English not at all""""",Estimate!!Total!!18 to 64 years!!Speak other languages,Margin of Error!!Total!!18 to 64 years!!Speak other languages,"Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English very well""""","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English very well""""","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English well""""","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English well""""","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English not well""""","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English not well""""","Estimate!!Total!!18 to 64 years!!Speak other languages!!Speak English not at all""""","Margin of Error!!Total!!18 to 64 years!!Speak other languages!!Speak English not at all""""",Estimate!!Total!!65 years and over,Margin of Error!!Total!!65 years and over,Estimate!!Total!!65 years and over!!Speak only English,Margin of Error!!Total!!65 years and over!!Speak only English,Estimate!!Total!!65 years and over!!Speak Spanish,Margin of Error!!Total!!65 years and over!!Speak Spanish,"Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English very well""""","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English very well""""","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English well""""","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English well""""","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English not well""""","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English not well""""","Estimate!!Total!!65 years and over!!Speak Spanish!!Speak English not at all""""","Margin of Error!!Total!!65 years and over!!Speak Spanish!!Speak English not at all""""",Estimate!!Total!!65 years and over!!Speak other Indo-European languages,Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages,"Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English very well""""","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English very well""""","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English well""""","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English well""""","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English not well""""","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English not well""""","Estimate!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English not at all""""","Margin of Error!!Total!!65 years and over!!Speak other Indo-European languages!!Speak English not at all""""",Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages,Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages,"Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English very well""""","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English very well""""","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English well""""","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English well""""","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English not well""""","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English not well""""","Estimate!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English not at all""""","Margin of Error!!Total!!65 years and over!!Speak Asian and Pacific Island languages!!Speak English not at all""""",Estimate!!Total!!65 years and over!!Speak other languages,Margin of Error!!Total!!65 years and over!!Speak other languages,"Estimate!!Total!!65 years and over!!Speak other languages!!Speak English very well""""","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English very well""""","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English well""""","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English well""""","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English not well""""","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English not well""""","Estimate!!Total!!65 years and over!!Speak other languages!!Speak English not at all""""","Margin of Error!!Total!!65 years and over!!Speak other languages!!Speak English not at all"""""
0600000US0900100000,0900100000,"County subdivisions not defined, Fairfield County, Connecticut",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
0600000US0900104720,0900104720,"Bethel town, Fairfield County, Connecticut",18559,203,3371,259,2961,271,187,77,187,77,0,19,0,19,0,19,117,102,117,102,0,19,0,19,0,19,73,72,73,72,0,19,0,19,0,19,33,53,33,53,0,19,0,19,0,19,12318,283,10199,432,783,223,459,169,225,75,85,60,14,22,755,210,441,162,134,89,147,102,33,53,480,131,287,125,181,127,12,19,0,19,101,107,95,105,6,11,0,19,0,19,2870,206,2447,245,93,96,64,54,9,14,20,48,0,19,257,116,180,108,58,39,14,16,5,12,35,34,35,34,0,19,0,19,0,19,38,60,38,60,0,19,0,19,0,19
0600000US0900108070,0900108070,"Bridgeport town, Fairfield County, Connecticut",137582,576,24990,822,14519,780,8079,719,6367,680,1184,243,357,107,171,91,2004,395,1711,375,203,117,77,59,13,21,98,66,82,58,16,17,0,28,0,28,290,142,224,114,16,18,50,58,0,28,96835,1020,48068,1804,33218,1384,15739,1030,6973,630,7228,854,3278,531,10306,1161,5208,778,2919,461,1714,377,465,221,2379,514,961,272,801,275,522,177,95,64,2864,620,1789,410,846,302,184,94,45,72,15757,585,9625,565,3719,345,796,201,665,195,1205,275,1053,264,1894,379,752,226,253,119,532,197,357,192,238,96,60,45,4,7,120,57,54,55,281,124,139,84,39,52,74,58,29,46
0600000US0900108980,0900108980,"Brookfield town, Fairfield County, Connecticut",16245,202,3291,287,2978,326,154,113,123,103,0,19,31,46,0,19,102,72,77,69,10,16,15,24,0,19,57,51,29,32,0,19,28,43,0,19,0,19,0,19,0,19,0,19,0,19,10133,273,8775,395,284,143,224,107,40,51,20,36,0,19,619,220,424,159,183,120,12,19,0,19,413,207,225,131,155,145,15,21,18,27,42,40,42,40,0,19,0,19,0,19,2821,244,2531,262,10,13,0,19,8,12,0,19,2,4,215,105,167,94,15,24,33,37,0,19,44,40,0,19,24,28,0,19,20,28,21,24,6,10,15,22,0,19,0,19
0600000US0900118500,0900118500,"Danbury town, Fairfield County, Connecticut",79165,572,12581,784,5885,670,4879,583,4089,532,486,184,217,130,87,95,1377,375,1160,365,130,81,87,78,0,28,304,165,206,120,0,28,98,112,0,28,136,174,136,174,0,28,0,28,0,28,55236,762,29237,1503,15554,1358,5811,720,4822,794,3658,693,1263,479,7660,829,3958,494,2172,406,1419,398,111,99,2356,564,1085,299,890,348,311,159,70,70,429,213,351,176,64,62,14,23,0,28,11348,592,8489,507,678,186,150,105,125,69,149,77,254,153,1868,382,748,192,502,155,525,247,93,59,170,100,83,68,25,26,23,27,39,61,143,112,118,108,25,32,0,28,0,28
0600000US0900118850,0900118850,"Darien town, Fairfield County, Connecticut",20260,217,5589,279,4936,354,263,118,222,111,20,23,21,23,0,22,231,120,221,116,10,16,0,22,0,22,144,71,116,60,28,40,0,22,0,22,15,24,15,24,0,22,0,22,0,22,12065,197,10210,355,531,236,473,229,38,27,20,21,0,22,879,242,734,206,131,93,14,19,0,22,425,142,257,95,102,51,66,84,0,22,20,25,20,25,0,22,0,22,0,22,2606,156,2204,172,14,20,0,22,14,20,0,22,0,22,318,100,168,78,130,94,10,17,10,16,52,55,9,15,0,22,7,12,36,53,18,28,18,28,0,22,0,22,0,22
0600000US0900123890,0900123890,"Easton town, Fairfield County, Connecticut",7328,83,1506,174,1416,177,41,45,41,45,0,17,0,17,0,17,39,37,39,37,0,17,0,17,0,17,10,18,10,18,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,4475,151,3815,193,223,150,82,56,101,91,31,47,9,14,330,115,220,86,65,54,45,34,0,17,57,43,18,23,39,38,0,17,0,17,50,55,23,30,27,28,0,17,0,17,1347,117,1182,126,0,17,0,17,0,17,0,17,0,17,114,76,75,57,22,24,17,27,0,17,0,17,0,17,0,17,0,17,0,17,51,61,18,26,9,14,24,35,0,17
0600000US0900126620,0900126620,"Fairfield town, Fairfield County, Connecticut",58189,342,11369,436,9339,433,505,142,400,120,65,53,40,33,0,28,1187,253,1016,238,158,93,7,12,6,11,132,79,107,68,25,26,0,28,0,28,206,141,187,127,19,25,0,28,0,28,37186,480,30038,795,1887,327,1302,198,390,128,140,90,55,42,3550,533,2408,376,917,272,208,97,17,23,958,237,530,150,205,83,193,93,30,30,753,319,573,263,106,58,58,43,16,26,9634,358,8257,354,319,98,142,67,130,70,22,25,25,38,782,156,561,154,138,61,57,43,26,27,86,60,16,19,52,53,11,17,7,16,190,81,92,52,46,47,27,29,25,32
0600000US0900133620,0900133620,"Greenwich town, Fairfield County, Connecticut",58661,389,12062,499,8539,475,1831,314,1621,301,160,119,50,46,0,28,990,239,935,233,47,36,8,11,0,28,616,184,340,113,206,116,34,27,36,36,86,68,74,66,12,18,0,28,0,28,36003,558,24889,778,4767,499,2891,365,1044,179,692,273,140,89,4074,537,3068,390,722,250,190,83,94,84,2098,329,1163,205,682,198,241,111,12,18,175,77,104,66,62,37,9,14,0,28,10596,467,8412,392,411,134,187,88,170,96,49,43,5,11,1242,253,813,200,193,72,236,96,0,28,440,149,140,84,159,78,81,81,60,88,91,57,83,55,8,12,0,28,0,28
